image_name,angles
stars-2576.png,"[67.68232843545091, 17.297184606208095, 107.80918222977033, 6.697677182060567]"
stars-1304.png,"[71.57762910652063, 65.13370692913102, 94.18646107470065, 158.97401962032973, 9.561528217669798, 163.49345399002598]"
stars-604.png,[]
stars-1824.png,"[32.81517272237499, 61.820552404906394]"
stars-2164.png,"[169.7470303310435, 44.29007360153567, 17.63999875712948, 118.25931150819177, 43.46697572517562, 25.756265915731266]"
stars-799.png,"[55.78936582381077, 108.53781366664604, 61.38459678102608, 49.495938741398106, 24.433173075131272, 92.45061152823557]"
stars-387.png,"[3.6763940191273816, 135.02243374181094, 132.8181530576874, 3.3547983082977795, 76.33677065987149, 81.81574286091862]"
stars-2433.png,"[50.35060691590546, 76.2459415495322, 106.12070574910783, 34.044435699570975, 19.479272320847222, 62.143936594800614]"
stars-2382.png,"[48.94790781395548, 120.54280046033887, 107.28894072731677, 64.72166175263897, 80.10092008788132, 14.922016589718979]"
stars-157.png,"[98.86450481933352, 50.07886320166253, 61.52434151985625, 86.41620323302706, 101.55091174775022, 23.883404075079394]"
stars-372.png,"[132.45914481187774, 37.271827729242624, 53.40996569610873, 0.5149005221238451, 23.432606927682155, 75.32136642070529]"
stars-1837.png,"[82.17157698467834, 117.58861865778651, 150.27689690437487, 26.00831298442518, 13.793555613816928, 48.760604848867494]"
stars-397.png,"[159.62496677969597, 8.28112911557143, 98.87077382949116, 146.28979689955023, 18.93192577235626, 33.865457439915765]"
stars-2262.png,"[48.024221696752676, 50.317284123186596]"
stars-1387.png,"[51.8962050518356, 60.93104235214988, 128.95988160614127, 112.74892520570734, 100.24234908550423, 83.34641387487586]"
stars-1198.png,"[16.66898243368464, 22.986008174408006]"
stars-1105.png,"[114.26447337671392, 27.030001188255785, 8.213896324527536, 3.25104156932705, 30.332642032772966, 79.29705613352778]"
stars-1719.png,"[80.72618270676125, 26.724148828016695, 111.70806337579997, 22.027720835632497, 166.45830275924013, 32.50589779683021]"
stars-2313.png,"[15.720675775714533, 20.87349665648576, 47.29881893141247]"
stars-826.png,"[157.88528944293276, 7.3820073435249975, 40.340253906288986, 26.625692304034217, 18.952949168539675, 58.65052087544919]"
stars-191.png,"[9.5181252383609, 43.50112646132255, 80.7041703613779, 14.102332244434377, 100.9868836324022, 42.76406686472319]"
stars-962.png,"[13.652813683752829, 19.541098456418904, 5.145526613725143, 23.444755177853878, 57.2522825949488]"
stars-2381.png,"[27.00952769851287, 106.69243506182139, 20.951932565469875, 27.894489566696166, 30.076856617916004]"
stars-511.png,"[34.94500900906573, 130.9297140144879, 48.45123461852281]"
stars-1833.png,"[72.53954968832419, 47.62708043930412, 133.0451442551672, 76.68461732980812, 111.67258959338253, 99.99212375554356]"
stars-139.png,"[96.79750134381544, 123.58901687323461, 24.64224964255185, 21.028630463176167, 64.10582892865004, 33.7442223109052]"
stars-198.png,"[134.94830068670132, 135.86909336857565, 28.10056841392809, 89.0248679162829, 103.73824342864685, 16.372460754728646]"
stars-1360.png,[52.33018691295909]
stars-483.png,"[23.48089588701298, 130.0457261049023, 10.298613924516415, 76.57004318559153, 66.0749700860792, 68.55136615168452]"
stars-1799.png,"[80.31369495808255, 7.211515791890621, 65.21180776559008, 35.17340845677552, 87.689441275397]"
stars-517.png,[47.24190592901385]
stars-1499.png,"[120.43766813727228, 95.25534606499367, 17.971798216864975, 118.63148695590424, 96.33348577923722, 80.4524026821141]"
stars-213.png,"[2.6544280147844668, 62.40009779588474, 31.290240995223442, 101.09229951393048, 123.69575652240442, 146.50398827731954]"
stars-532.png,"[76.77016978572976, 81.41552915963938, 24.987927050033324, 37.22070100048144, 102.50883251295181, 7.263402429438499]"
stars-959.png,"[22.098112843238848, 1.687157817745357, 33.36636600105957, 40.0302592718897, 86.96655473433262, 72.78075884323746]"
stars-641.png,"[49.46084825851656, 45.88341716499062, 68.91294873400498, 47.037178898608474, 74.56276838004568, 1.0087673145695197]"
stars-382.png,"[77.4711922908485, 139.7636416907262, 68.1985905136482, 71.56505117707799, 96.30362775628952, 110.88872440801407]"
stars-1554.png,[]
stars-2096.png,"[131.6752283577006, 27.11241473541075, 166.58197221362283, 54.88552356644871, 12.475578930241634, 118.88090424834735]"
stars-1809.png,"[73.63605566405838, 73.37213062540786, 39.1752860902792, 121.13604117346307, 71.89702554804386, 32.588977829619566]"
stars-190.png,"[144.0116139664326, 45.17562226545703, 166.78341553101734]"
stars-1792.png,"[10.337999023429491, 152.16566043955345, 95.85785174497896, 64.56490783362594, 31.534510041605575]"
stars-484.png,"[138.06493996686902, 136.7251126180936, 76.19070965542797]"
stars-079.png,"[31.887193238030687, 129.07533679945786, 9.97023249515144, 178.00496289027583, 7.406611949424921]"
stars-747.png,[13.270892174343343]
stars-1721.png,"[17.54936824879534, 73.66133439641183, 166.66316162208904, 84.67991315216992, 59.66906443711738, 79.70014242477623]"
stars-2217.png,"[35.69040934510224, 34.603748347484796, 23.389004500273053, 23.43260220520524, 46.27939528023526, 31.10551109686964]"
stars-883.png,[]
stars-2066.png,"[34.0255493744541, 43.14658915701127, 4.85872457848615, 45.8889223904199]"
stars-1757.png,"[44.242654674927365, 9.932539941540622, 28.45594182729381, 17.36474649570689, 2.730712267481322, 150.0892847825967]"
stars-1927.png,"[7.730411255455965, 97.91893249231018, 44.304960569673504]"
stars-606.png,"[63.091350066306816, 11.122462289816644, 79.0534934856688, 7.54842725306536, 103.60596530134227, 130.56138890810337]"
stars-788.png,"[14.6971210804559, 99.89169969547372, 43.03027407491282, 13.34382391090344, 53.12705025744806, 86.21157989823095]"
stars-1985.png,"[22.52497612622834, 64.3586097510311, 56.582666816265295, 95.03669129491419, 12.974418236367798, 78.38168733085914]"
stars-1569.png,[45.363172079802474]
stars-2405.png,"[26.2175751365211, 70.68899930501064, 30.20440332199324, 6.58986014808077, 53.00842113513203, 175.44555176115006]"
stars-063.png,"[1.4943335912664215, 130.3923474310326, 118.37290596873773, 38.4232945117815, 78.17863707899978, 119.39212708827135]"
stars-571.png,"[64.64906690928308, 4.410449788623109, 146.14079836406273, 69.51710683407555, 40.799092867897095, 27.259129089996403]"
stars-1279.png,"[53.903882738944404, 7.953378739788344, 97.94002373116298, 174.15001360663504, 120.82389729924834, 23.824260582895423]"
stars-1113.png,"[43.2548728423409, 31.30816314018661, 97.7743992615848, 14.25903468023192, 75.30803947276513, 19.615202035245794]"
stars-1453.png,"[82.00993849530767, 9.86312860161217, 10.713076989944756, 67.69567859054041, 76.13374939273928, 46.70220879966792]"
stars-066.png,"[21.607078004025563, 29.025463458633613]"
stars-1355.png,"[63.948031640432475, 39.117246110610736, 108.47350586926395, 3.280258452373267, 151.31909038080923, 20.668622227981476]"
stars-2342.png,"[55.18020029953241, 11.529295371156374, 3.579987879470129, 19.85667883562053, 72.67099341491128, 53.263000415646985]"
stars-1399.png,"[9.003965750025085, 95.86649615849085, 61.190202045355775, 83.42034354158211, 71.06027056060344, 82.94190338009348]"
stars-2535.png,"[84.86694763402028, 73.35395889282339]"
stars-1785.png,"[21.057689644670397, 50.480272715989955, 36.704067510625585]"
stars-338.png,"[65.34587057812337, 57.57640685041942, 32.11093257504565]"
stars-367.png,"[178.85019234728497, 4.366885419199694, 98.21028129232093, 49.0682047681876, 100.33669137537741, 81.56397993113396]"
stars-820.png,"[57.11083959570057, 134.81641380199588, 19.45617463301323, 90.72028921116951, 68.80434247873723, 60.39155050277592]"
stars-605.png,"[85.47811121854193, 78.14699583225601, 43.879281902465266, 23.609221152288143, 28.232661378520564, 70.48435372700634]"
stars-1767.png,"[87.0185387800178, 31.57845468785908, 32.091336506861985, 12.708624049044925, 77.85584097861174, 6.259339026809503]"
stars-2331.png,"[101.6589671629532, 12.903398866048548, 16.360583422173576, 33.84387767558283, 159.61572033606726, 34.14273589930264]"
stars-2449.png,"[20.297569772228677, 37.550800150863054, 91.4823231336919, 49.01933205163928, 75.76756724033298, 147.1128292151334]"
stars-2586.png,"[29.514144911901045, 46.811120792190735]"
