image_name,angles
stars-2155.png,"[50.61433110901134, 104.24113998027248, 10.484542715990614, 1.0851967186042601, 96.56293238458449, 132.92052485920016]"
stars-1323.png,"[88.97189357737702, 32.51309280186376, 32.27153051863656]"
stars-810.png,"[82.32015721629472, 26.552651506327884, 55.557128077063474, 2.807081615096149, 120.82005903816332, 68.86806748628175]"
stars-538.png,"[71.73891039086043, 2.2843391470691996, 50.80473753511024, 44.42325184453303, 85.8150838748816, 56.26479400159939]"
stars-412.png,"[14.709274522483158, 50.2994119865953, 58.82145508808037, 45.93631048474475, 6.911073374810282, 35.12544641094914]"
stars-2218.png,"[9.698229985576518, 49.89482717735174, 43.24041822304207, 145.423717210066, 111.09595620696606, 55.64873532629188]"
stars-1820.png,"[55.43821864752243, 122.55474555717241]"
stars-401.png,"[45.096728854945404, 4.702082250444892, 68.94326891658699, 22.9847073938966, 46.943633198111634]"
stars-100.png,"[100.61411131690727, 81.74506189335779, 172.97992494823643, 66.61976055876025, 31.47819542526242, 154.52013767496473]"
stars-930.png,"[49.050263483228015, 27.263135552338138, 72.2477366810388, 88.51141678385557]"
stars-2183.png,"[0.46241127541697397, 49.82289893764043, 38.212698029354456, 40.51247987751884, 46.609382517269985, 11.156327738883196]"
stars-1800.png,"[85.41993559495495, 0.7048742446205932, 24.992579717268075, 10.767826559847888, 67.61573797751043, 67.82564136977071]"
stars-2064.png,"[55.89237728703433, 102.80148802823699]"
stars-1717.png,"[0.2566012636743467, 1.5902204776493174, 79.14358665193777, 84.74382997444627, 32.34644528134839, 87.75922400213688]"
stars-1557.png,"[96.54629078329404, 22.955906722503435, 8.069639873485839, 46.33059180910227, 72.83147408863357, 85.07549411662296]"
stars-183.png,"[96.43031419344716, 32.29227975325805, 9.688786560366827, 7.360318157365196, 52.082830694327875, 58.41689643350437]"
stars-2523.png,"[18.88799863532033, 69.19516879091877, 5.480606329841208, 126.6463593078928]"
stars-895.png,"[59.25632860639654, 25.78535377498733, 15.002557182279135, 21.283081533419246, 37.95496523320449, 116.59336836025561]"
stars-1122.png,"[21.540596841463106, 94.95021017933114, 38.20619732716505, 133.82818387177778, 7.4674018290508]"
stars-1540.png,"[56.04922804326724, 1.6045198739264706, 177.84777034868236, 29.454288119082573, 115.03486580483587]"
stars-051.png,"[13.598007534323303, 57.9559677449319, 84.25365257954495, 62.773111799830474, 58.689301519363305, 3.7095344949412277]"
stars-1675.png,"[14.80517117779464, 60.73474041148153]"
stars-2327.png,"[33.805588530932766, 36.19383361781519, 167.7332112750918, 39.78306936515924, 29.0432003035695]"
stars-2526.png,"[57.125245399530186, 27.74237587566932, 7.19671899764716, 105.84480154224298, 11.41010496944751, 0.8120942947180175]"
stars-1069.png,"[75.32360686254998, 118.87784023003316, 26.198097488633607, 124.50718931807269]"
stars-870.png,[]
stars-236.png,"[36.55247275209152, 12.209792188924554, 94.3334900773549, 105.70718557495397, 95.35420458663243, 7.686328897830022]"
stars-089.png,"[20.260725616991003, 46.88193682265816, 81.88668074896572, 73.95700195289966, 2.852376366199863, 90.99678754549612]"
stars-2240.png,"[31.07124367552266, 93.6115652857021, 104.44745479839943, 125.11699330299498, 32.94564240477978, 31.498803803847608]"
stars-1673.png,"[83.26852577614788, 11.232268187876658, 69.32315754249534, 18.192960472953285, 126.5848294846155]"
stars-415.png,"[61.14433878028348, 79.4341267288685, 159.48877212031962, 85.06668054716593, 34.16053943339542, 4.206645652562719]"
stars-1940.png,"[1.3880861232047805, 60.890670284690664, 17.601519093338627, 41.786102163103564, 3.263934891266504]"
stars-2000.png,"[2.0208630194603256, 62.13920479000836]"
stars-555.png,[1.9587072541409944]
stars-1688.png,"[58.71483458162899, 16.264736858579173, 48.07749191429748, 118.86819048403518]"
stars-2075.png,"[0.44572324463511465, 46.121696254693795, 32.82998274758128, 29.23994671174194, 60.704132252402836, 37.69779608367152]"
stars-423.png,"[89.29005146005862, 73.13162350487549, 112.95634571507517, 73.99151122030459, 51.3737704272952, 63.07321494878444]"
stars-210.png,"[26.776786279414576, 114.45653896196538, 86.45131802609554, 5.966423065355263, 161.9025295400689]"
stars-1782.png,"[119.72716523206641, 72.63144670464604, 13.546705098029701, 66.62547118580343]"
stars-1491.png,"[116.59602744699912, 118.5553071130049, 164.07448879999083, 5.738828254418336, 2.3305887711115245, 42.99740539532923]"
stars-893.png,"[34.19939550600448, 13.829539963649633, 62.841390653235145, 54.44155668024037, 7.073947298098729, 47.240269248772016]"
stars-1863.png,"[39.50435359647202, 91.15612532409655, 41.31668312380988, 35.620292028857754, 13.173924876567854]"
stars-282.png,"[11.017111618789178, 26.085599778281413, 1.1490449473259827, 15.001380796288867, 11.65717998619121, 1.7557687430425004]"
stars-2406.png,"[23.68144728078321, 9.123651002152405, 53.36532659220372, 99.08937184571754, 19.467909201804407]"
stars-2167.png,"[130.82208653672805, 96.64527821027443, 74.91985752514853, 113.84078005000059, 35.353099714002035, 72.4296307703335]"
stars-228.png,"[165.37035356382336, 20.683287681129393, 87.13460606002985, 11.529175458207147, 97.88758232803703, 66.36935068425225]"
stars-995.png,"[172.85485225720197, 54.76806518571525, 104.4373426896521, 15.168235766935089, 67.5990614751027, 38.27590687991601]"
stars-542.png,"[39.31204238714458, 73.08569173050287, 63.437751668997116, 85.46995713681758, 68.74900650581674]"
stars-192.png,"[16.42755743377248, 74.3140940799336, 127.56859202882748, 2.6160553021466435, 18.567131348748784, 93.82144810146744]"
stars-1923.png,"[72.04183676307747, 13.693311174899979]"
stars-539.png,[176.74508192021054]
stars-1034.png,"[84.83621131539361, 21.18196014751668]"
stars-846.png,"[17.612804375124302, 58.7516347445517, 141.11897361924505, 52.51883922984718, 71.25747308618496, 115.29444057201793]"
stars-1681.png,"[35.949170156486986, 41.27534775833659, 24.50705734867211, 87.72627159206772, 49.328842757215405, 30.60000599564814]"
stars-693.png,"[2.153692228933745, 31.64308425528827, 8.285234272424999, 42.45946857028338, 114.63023279043274, 85.97595052745142]"
stars-1888.png,"[38.53437411804893, 32.59239805038811]"
stars-175.png,"[135.91055526381115, 14.503092122569997, 32.602698574013864]"
stars-015.png,"[37.66926662655706, 55.99840434588645, 79.10795639637927, 83.31022929624231, 140.87421553413637, 59.049846454259956]"
stars-197.png,"[21.78810238352142, 3.3976404824381343, 25.741886320298633, 9.95122358851354, 129.25969280669057, 100.1071904024445]"
stars-053.png,"[12.516662876754435, 10.841881695633015, 107.87938148713236, 116.88301111037319, 25.33525934123797, 142.47502343184013]"
stars-2145.png,"[113.44552759081175, 52.17922236821948, 57.30189451279676, 96.77080255777155, 68.96604077794723, 147.14896309632977]"
stars-1843.png,"[71.1849852458413, 118.25617117832515, 49.17876102457132, 57.2309419974235, 90.47502128528913, 115.28656809478485]"
stars-731.png,"[82.46460834950653, 103.73881261870326]"
stars-074.png,"[30.61006491944412, 60.859976088442565, 48.611387258121596, 129.7942298850671, 41.031202333593114, 56.07201456157233]"
stars-1094.png,"[48.41112136920913, 63.12642882237466, 32.25854417101008, 57.191512089457085, 16.034129727826304, 103.43136189965557]"
stars-036.png,"[85.41993559495495, 0.7048742446205932, 24.992579717268075, 10.767826559847888, 67.61573797751043, 67.82564136977071]"
stars-1805.png,"[51.220649914983575, 160.6511146465444, 40.86890798259302, 150.4245101160828]"
stars-1986.png,"[35.998686795574784, 69.5729375475993, 17.428867065873785, 70.1884190369241, 65.32313682966294, 10.678947196535136]"
stars-919.png,[]
stars-219.png,"[34.53044455876285, 24.125763545449836, 79.5943965378471, 82.86917978366333]"
stars-1276.png,"[149.916962708079, 120.99149746989843, 2.8671233875170703, 29.327534307372446, 26.449774777651438, 31.767420678919134]"
stars-077.png,"[11.540545146804527, 12.971188349102343, 73.12822057794875, 2.1005644810566286, 55.873249870126095]"
stars-1524.png,"[99.48997372087464, 104.76468631833635, 85.41543620300367, 30.555424556514442, 14.124764208732701]"
stars-1431.png,"[24.326825934879697, 2.3416701024163205, 105.7846015282853, 16.556519908515245, 171.67615304933355, 38.46284394862691]"
stars-516.png,"[82.99307416546765, 118.62240071272399, 52.610173986677715]"
stars-913.png,"[15.598812101119945, 79.8374672830795, 174.0265500855291, 5.067793877417765, 162.2872286386228, 71.43615200306019]"
stars-169.png,"[91.26093543398216, 25.790150735017498, 142.58589254210122, 29.51868515857404, 25.439515830724698, 29.386815515294806]"
stars-1570.png,[131.69829742839482]
stars-805.png,"[127.81384877983541, 129.03050355848066, 87.70167431721526]"
stars-1358.png,"[8.025436551798839, 105.58011137060564, 24.999412933189447, 52.044612557289994]"
stars-2076.png,"[34.01998199595406, 19.03780365675089, 158.01637150065721, 2.740625190025594, 2.7171913346803835, 25.934480106323566]"
stars-1917.png,"[112.5534012009716, 10.133602618903007, 18.50776747810598, 164.84585579484713]"
stars-973.png,"[43.86972917052299, 34.10121875116521, 70.6654490761931, 81.89380076482153, 0.023754467768357032, 92.01625122693716]"
stars-167.png,"[55.74005599393549, 28.80068330340627, 128.51347446273346, 52.26235049664154]"
stars-1701.png,"[129.3316627898893, 45.83348342739823, 109.46603263516315, 48.25788305613797, 48.63519267702234, 117.00402622950419]"
stars-1138.png,"[6.626810138486405, 2.527319336078394]"
stars-656.png,"[19.089361927627575, 47.07175972302567, 92.20095894038317, 43.73218962072306, 28.812931166665, 33.50881269100563]"
stars-2132.png,"[14.608436742184251, 0.7393225494767636, 14.084061917801456, 47.89251986204585, 113.37770143267355, 110.16809304991123]"
stars-1514.png,"[36.37184571365152, 13.070281082172531, 63.50787092876911, 118.64573573260951, 92.39567125401473, 60.20225818867439]"
stars-758.png,"[11.760349709768882, 121.40412998229365, 61.04391754610017, 14.83584814223182, 34.23164832490043, 76.43069062681789]"
stars-147.png,"[30.51810149982632, 71.49799365833769, 49.95824506170114, 31.091386055018408, 64.7711625582349, 9.602069298118693]"
stars-1992.png,"[120.38701840201645, 39.34042000544374, 0.5622362346205807, 18.52927654001342]"
stars-286.png,"[102.70499042789274, 2.0774191833557976, 12.813031914063346, 63.43276907441103]"
stars-095.png,"[19.17695275239861, 48.64740407994118, 3.6160794444691104]"
stars-452.png,"[43.38955627779571, 2.271461920368963, 87.69536983518934, 39.91766490107594, 12.690533489869129, 57.725803675846514]"
stars-1319.png,"[79.79186560877874, 12.244539873199383, 1.1739445052063915, 92.67129279858955, 136.78821451713392, 74.57392628659152]"
stars-652.png,"[104.78076117591813, 49.31261746602552, 21.331053260385573, 3.8158844032724963, 58.55016735171812, 155.16126967134352]"
stars-1149.png,"[28.19339019025573, 156.65757510794552, 22.927804792484597, 122.60854746648947, 96.72972050493152]"
stars-2344.png,"[60.06206822456206, 97.33085523826982, 60.04927981368977, 45.374311028576685, 110.56806059476295]"
stars-1320.png,"[26.846276792587634, 10.58278359673358, 11.890365532572398, 96.45624644662094, 29.45421831917269, 82.5071959692455]"
stars-1380.png,"[5.717900191064311, 167.8045809554941, 9.811344605828271, 59.492891751374756]"
stars-2272.png,"[5.960578723013094, 87.72725621710077, 28.566861961033037, 23.837938422584656]"
stars-2231.png,"[100.13945939077173, 2.8382166709722942, 88.60590885996338, 17.175394910027507, 71.5329629768492, 106.87987206010244]"
stars-2134.png,"[29.66395510850684, 147.67727309559294, 101.16498983832066, 22.09882763596356, 87.00400812488269, 43.13391914163652]"
stars-2475.png,"[101.34586247245407, 28.785453855681542, 2.9798670412923354, 52.96513287950061, 97.53497823630488, 105.59483811818389]"
stars-2487.png,"[106.17815489647096, 76.49544610355369, 124.93167467006043, 70.80738526039765, 59.538136218483736, 100.2772663982904]"
stars-2083.png,"[59.327209404053235, 135.28385730207134, 52.79562975247355, 85.78633166047871, 174.55589693855865, 43.80193469418266]"
stars-663.png,"[79.11325451126243, 2.31149732619385, 128.09830882714803, 29.941706243806134, 27.98029318438126, 0.3802351779221532]"
stars-1310.png,"[159.61306204259296, 10.264322702725474, 42.84077058295635, 46.268580323243604]"
stars-2059.png,"[11.200623421296891, 33.751276576597284, 57.61777421277444, 88.34231103523534, 154.13753262930837]"
stars-2007.png,"[3.2449344026798035, 66.04409069690337, 58.42398141936258, 48.9923259949454, 0.7360133099137057]"
stars-1038.png,"[91.64147440414577, 95.77857014120798, 118.98759935882053, 48.82545262162384]"
stars-2093.png,"[179.2357859718636, 35.04153271800563, 25.661149586489405, 41.63015065787099, 88.0631430633529]"
stars-041.png,"[169.4461075147076, 13.446965191666612, 124.82983151158312, 46.926147053901246, 33.06376068570318]"
stars-328.png,[13.326052463432848]
stars-598.png,"[25.178387864779666, 20.657108265166205, 96.10268938811768, 5.36102996467159, 1.01447737840035, 86.8631921119788]"
stars-2235.png,"[59.29242595767732, 109.93528216975815, 19.73646869788741, 142.6071053820501, 4.5802119690885625]"
stars-1522.png,"[98.85994541818012, 125.95056943712102, 1.543459687016252, 53.360810681120945, 28.716020240226126, 144.52094860919348]"
stars-1636.png,"[40.20925371383972, 46.58532376151893, 55.336253259959534, 84.40631398439447]"
stars-1842.png,"[63.37557497939457, 11.691227236151947, 4.555311937502919, 160.3352769921993, 6.481438788216659, 145.7499942254003]"
stars-200.png,"[46.14037895427828, 18.7957836675889, 50.52190875025885, 63.33201257751648, 159.7258297513621, 16.78327401378571]"
stars-1437.png,"[57.94743618033294, 65.27509994296969, 53.0071020452869, 30.876040939330863, 44.75272280611175]"
stars-509.png,"[3.958525346371759, 106.49846860317454, 72.14102568203396, 3.998358654515697]"
stars-1254.png,[]
stars-021.png,[25.079085961517432]
stars-047.png,"[88.69681367443033, 71.47143070563752, 11.643348097820342, 70.28963387475842, 113.7909627444525, 42.01389144579118]"
stars-056.png,"[13.486018474779778, 23.906087829365372, 177.10441308799892]"
stars-739.png,"[23.62550692974464, 168.68002374045116, 79.55501556927905, 122.14323112509418, 80.48132609577208, 73.86417730535607]"
stars-947.png,"[24.045894973061163, 58.62917618601763, 175.08343399399, 61.24515459583616, 12.003193603325252, 62.99152835746506]"
stars-1314.png,"[60.1567157000131, 112.11175859016178, 57.870297645326104]"
stars-507.png,"[50.57497159802531, 58.966092700643884, 2.5335588883945728, 42.92086827809524]"
stars-1545.png,"[9.870063448679595, 64.50819004734873]"
stars-1723.png,"[99.8685011871083, 32.07299841407223]"
stars-464.png,"[35.38390826162992, 37.370976121452436, 54.5567744225979, 54.260559123188365, 77.38652260515035, 57.059443268851844]"
stars-2174.png,"[36.221985711104175, 117.89987626612954, 20.659288793470267, 165.01373334645507, 39.98014635798045, 73.90772489941702]"
stars-1249.png,"[102.77918489660357, 60.05288693160545, 45.62281042423065, 5.498353915830146]"
stars-016.png,"[31.60222269203018, 105.75254647936433, 42.910178589049565, 84.3284556790221, 67.22780773307548, 112.0694282265902]"
stars-685.png,"[6.458816378718572, 32.99022876740878, 174.60152856393995, 50.19493448698346]"
stars-1822.png,"[29.607509947214748, 90.21501752486935, 26.268160787997267, 20.554266354978076, 155.8429298923028, 27.08881720207346]"
stars-2470.png,"[3.156316925528813, 26.061523077561812, 3.679727865441669, 43.26759667281329, 12.738142863813955, 5.465622582292192]"
stars-1864.png,[60.66943364659813]
stars-624.png,"[75.50326702741063, 56.398539833519564, 119.25229135299301, 38.07183194727972, 102.77167437366484, 52.888914809831796]"
stars-2085.png,"[11.448015636285703, 61.104137695484795, 32.86064892120813, 35.08225850233153, 14.521013023801522, 117.32713686865094]"
stars-2103.png,"[1.2550905750241235, 121.42372015057815, 99.82403837220004, 31.17551898034506, 55.65390259993849, 126.11934084947977]"
stars-2589.png,"[75.23593436925711, 41.52912538599843, 71.89341310627621, 79.57772915090617, 86.20647132863152, 17.781905919168725]"
stars-701.png,"[15.534002685280313, 38.659808254090095, 82.11509919959533, 116.6939503510958, 60.702351031245016, 21.31099616263471]"
stars-2270.png,"[43.69315149410456, 100.80260806033385, 118.49841441516902, 158.83654131993018, 27.445195773523768, 12.554666226260508]"
stars-581.png,"[138.81220129049782, 98.01709307365533]"
stars-502.png,"[41.14281663977885, 86.33611954376453, 102.53325989442477, 83.01684128324025, 64.89865338165856, 83.40435795992357]"
stars-1306.png,"[38.49811327561808, 138.94384559115807, 65.45903938367725, 106.01207917814918]"
stars-365.png,"[0.9471050500313283, 49.82337096806774, 52.64184570269889, 94.17043652484212]"
stars-326.png,"[134.16822694251454, 0.8967548362625937, 87.28441405151919, 38.25264719428535, 47.581603241886675, 24.841636647666498]"
stars-2362.png,"[119.36340557047785, 14.625090143707054, 1.081593123515679, 120.83624388017608, 73.89944349395503]"
stars-1413.png,"[102.8251449286994, 5.181766857219856, 77.26548683925736, 79.31089532814458, 73.88882233391695, 19.484811959062558]"
stars-084.png,"[39.74576929995961, 49.92792738110728, 22.350905725511858, 16.926110245057725, 43.66664679935598, 73.32952902254385]"
stars-1293.png,"[99.58610016359559, 88.5861396265663, 112.56877285824564, 86.59302615292921, 131.87293535089054]"
stars-156.png,"[131.59716023292847, 171.5810565159102, 44.504115403042334, 98.06540316297676, 6.649808024459733]"
stars-620.png,"[80.81898372672276, 54.23782840255333, 13.567798797102537, 12.106467692357054, 152.51471109549942]"
stars-1032.png,"[18.934718292884657, 2.709361999477142, 61.39952375673339, 116.82834187298778, 110.8244627791306, 144.74039918336217]"
stars-728.png,"[5.004116890973466, 45.77224359404612, 3.1954755260067254, 70.95026525172815, 68.3487582929436, 58.08045249493336]"
stars-1045.png,"[99.76273339538905, 98.32363829665182, 37.814895960989205, 81.79802340441515, 12.720999565976124, 19.063583070750603]"
stars-224.png,"[121.52072971470471, 50.06610710770136, 149.16456526795992, 21.893102216427415, 91.64464485433946, 21.45875153100914]"
stars-2340.png,"[85.41993559495495, 0.7048742446205932, 24.992579717268075, 10.767826559847888, 67.61573797751043, 67.82564136977071]"
stars-344.png,"[37.19963847903467, 42.66311282250183, 13.91849118950804, 7.54410297912515, 11.972638230950716]"
stars-2317.png,"[100.21269610040221, 18.12594576473819, 30.03060150161884, 75.63695802169576, 61.35506252189681]"
stars-958.png,"[48.568469348468746, 68.49654601570461, 20.414732492263237, 9.961885057151816, 115.35234419480408, 95.61286138371571]"
stars-1920.png,"[50.617580590126835, 177.54278103591884, 1.789910608246076, 71.85345031613092, 34.19216446105164, 75.58685604500742]"
stars-1909.png,"[66.47022369793643, 64.76474750745885, 44.2333436934549, 55.413365797738955, 26.081636834353397]"
stars-1153.png,"[73.84000598997949, 62.60094058166601, 0.7688923817613187, 62.49468191565525, 41.13972782210468]"
stars-2112.png,"[53.98016921944514, 30.540199808834974, 35.21485189580814]"
stars-2414.png,"[125.27242144859841, 23.94147328429445, 112.06803949832195, 79.20132440450719, 28.65275036850058, 44.981027888271846]"
stars-644.png,"[49.26711948265094, 86.794447345963, 11.105915227407824, 4.124074661865725, 83.23087150762613, 81.21979144451974]"
stars-2355.png,"[72.50516666085218, 87.31037329977151, 119.36628771431724, 127.39063341650456, 77.21151739092687, 33.91816871530121]"
stars-2244.png,"[60.069134962823675, 109.83520440123839, 51.70028750931972, 107.51867032149343, 176.40125356824828]"
stars-081.png,"[52.3484506927216, 22.43578989329179, 35.42998073545241, 0.7602130153678667, 4.91026122158257]"
stars-019.png,"[126.30773305792302, 101.65117787033964, 70.26302824025973, 26.154090645853923, 72.40347850587767, 69.12905357943698]"
stars-2505.png,"[114.66014104507377, 86.49136647821324, 55.50283080488928, 106.8160687052595, 117.15508801152784, 75.18009991909153]"
stars-1224.png,"[85.41993559495495, 0.7048742446205932, 24.992579717268075, 10.767826559847888, 67.61573797751043, 67.82564136977071]"
stars-455.png,"[84.83366158410966, 64.96795558893103, 80.99149625797486, 151.25330741937057, 92.63584702458621, 100.92874998578942]"
stars-2242.png,"[7.679066446590371, 72.59571708107934, 20.60799954914911, 54.46232220802562, 59.67225625806997]"
stars-1199.png,"[20.533394533409776, 35.85931698395586, 126.0442458741047, 29.230635261803066, 16.464338526286387, 28.737444109709188]"
stars-1685.png,"[31.882355562685795, 53.00192409033245, 21.245611638781448, 97.80899246029573, 17.374037132657794]"
stars-771.png,"[2.905920999653512, 68.28235621348972, 127.05652818940959, 32.6844331552923, 48.83364364539725, 79.19045964777737]"
stars-977.png,"[40.09287758522447, 22.00985138382792, 19.01128864295313, 124.68549125833547, 33.60810185696814]"
stars-853.png,[]
stars-1148.png,"[46.19880824022047, 102.75180556997233, 145.62389322227415, 18.094593282379343, 57.82326543880716]"
stars-442.png,"[19.680996482988135, 22.113503246753623, 80.28843181876098, 57.223814045000005, 59.942270406125914, 93.54993123762361]"
stars-748.png,[38.82176574438541]
stars-2141.png,"[11.526055076979823, 23.325784984160563, 95.18114611285205, 23.698181343545784, 48.154567432121645]"
stars-1273.png,"[9.196655891628838, 80.96703030102891, 42.814668505430205, 10.720089580927231, 26.328741755436813, 33.96063249697916]"
stars-2349.png,"[8.972626614896399, 23.836541319930188, 84.00070868337701, 135.5976988196148, 164.71000864177603, 70.95601181099775]"
stars-2492.png,"[23.107248272144655, 24.679739138975116, 5.297551759094953, 101.44163400983102]"
stars-238.png,"[136.25499030417333, 60.93102066288214, 12.039280463059253, 14.319935841884236, 88.69007220904042, 127.87802822198185]"
stars-2305.png,"[68.73210902492913, 18.170055964863266, 29.8502351572889, 90.47161257879908, 78.75872763323923, 64.50620050675948]"
stars-1211.png,"[65.43907840141573, 12.619795138464436, 67.6184507137127, 36.03310203755033, 88.7609470790197]"
stars-499.png,"[7.630365495999178, 25.633538715941906, 39.211994190243864, 106.5249248784414, 40.778907407710335, 40.903927156318076]"
stars-740.png,"[12.974591497047836, 159.08062443503266, 59.423371222077435, 21.614778942786266, 4.411433664603287, 22.456621292207153]"
stars-941.png,"[22.80039616129892, 51.43567141966649, 85.63189523199445, 21.038065770922163, 159.46099930491152, 30.88527898500421]"
stars-2255.png,"[95.9888490905322, 15.762296851527074, 100.17106370573819, 111.67458862303717, 11.3352335580545, 27.689157092082237]"
stars-2483.png,"[32.677005416957606, 112.32204049188023, 65.28740084937772]"
stars-1384.png,"[18.707847389957756, 80.3553261423245, 41.68689194113049, 67.75360274532484, 66.8943086076142, 15.307858123199805]"
stars-1604.png,"[2.6880881392746283, 55.0014673382216, 24.66572315537775]"
stars-003.png,"[7.945079368177488, 174.17094206728208, 8.7630518475813, 31.38206371015043]"
stars-2450.png,"[30.93203074852529, 19.988863508944895, 23.36516632306438, 25.773523058038705, 39.09102516394176, 60.823458876735984]"
stars-1526.png,"[95.41952258283352, 45.426474113377, 17.03899949517459, 106.51675200961391, 38.93633900201141, 5.081605830838302]"
stars-2358.png,"[76.00239157646267, 73.01169850606216, 88.08251745161982, 9.306880973776273, 28.307036132035474, 83.61188260080152]"
stars-1407.png,"[62.714390580286384, 6.108286867249755, 43.61905429353547, 38.21099874987185]"
stars-2584.png,"[47.61496350271713, 97.77405013610571, 71.6988153998404, 0.5550876399826871, 28.649491431633525, 2.795679396191004]"
stars-549.png,"[64.63206164480471, 53.46562767342552, 36.461327956594296, 30.13026020837357]"
stars-2025.png,[78.92390941788831]
stars-116.png,"[140.0744014333014, 152.51736421705613, 35.466767209969994, 81.63886752894854, 25.297405687949304, 13.88462136085713]"
stars-2444.png,"[42.80892249657382, 10.110234292301824, 35.57470084099248, 54.31986951198216, 125.38722371558006, 40.49150853534976]"
stars-1693.png,"[158.83874018317172, 24.330469622363637, 2.94894840327314, 157.77007018420193, 65.08032317991604, 133.4064778362718]"
stars-1511.png,"[1.7117695937993687, 42.85086459738611, 95.88642449040616, 11.137175589884556]"
stars-1490.png,"[26.706130065894495, 24.94847909310576, 39.43125073315658, 99.50064347658926]"
stars-2478.png,"[79.60013008862275, 9.75134840599585, 97.59869916458928, 3.304334935567607, 46.02208883858772, 50.3855855239294]"
stars-1747.png,"[17.01448931741363, 65.32872242805598, 52.316577298620736, 36.70052102250096, 25.68666557985249, 37.887234290595366]"
stars-1039.png,"[97.33046036277906, 169.2114862625717, 71.32575275327831, 3.8068430911488877, 73.63312425887423, 41.20991837180845]"
stars-1606.png,"[179.78983760640756, 33.35008108074591, 13.165021574380324, 47.9830847554676, 49.033630996862684, 24.267354106685477]"
stars-872.png,"[30.499412740197382, 21.551654641888543, 30.32918246150975]"
stars-834.png,[]
stars-2171.png,"[89.27591048164527, 139.56488365612935, 10.104508532166065]"
stars-241.png,"[10.239173126174634, 132.3369123349395, 77.1186910735645, 33.615148204191705, 94.6942864164577, 150.5908540858179]"
stars-1381.png,"[35.79125041718731, 18.480466810973116, 81.95710576649469, 152.26182037161277, 67.87366519062672, 39.5596679689945]"
stars-2257.png,"[79.4547470033557, 83.83303272977565, 29.2101319282255, 10.614623514732163]"
stars-717.png,"[101.01283490598404, 1.517613181535777, 77.44745377286293, 0.7003307999970989, 40.498328393340884, 50.67480005796837]"
stars-010.png,"[27.803648363651533, 29.4372610830381, 41.38191714409802, 78.9151333992991, 9.797589818488971]"
stars-1442.png,"[23.572419789530663, 15.240147750894286, 7.505253693834894, 6.274271381528847, 12.155624457940961, 54.048971588042214]"
stars-2329.png,"[18.516240622994623, 13.753376962107584]"
stars-1150.png,"[60.44770883323079, 127.16175336715638, 25.687605447107327, 58.296309361541155, 6.373572321028302, 83.37955173537384]"
stars-195.png,"[144.51881195025265, 5.267697128044298, 51.856985528243236, 28.788177266486734]"
stars-929.png,"[46.48106808127774, 58.802800694193, 116.44848529280499, 26.651862897788302, 32.609734029637565, 55.71602103017388]"
stars-146.png,"[8.09670272861004, 96.21298568627826, 36.34369695626645, 128.8815633565152, 86.08474329067104, 117.99435019904458]"
stars-1010.png,"[18.456880602295687, 91.23667449488158, 22.309998959179286, 37.16547466282356, 159.625754405894, 115.9152669188082]"
stars-1316.png,"[48.94289252211571, 29.848511147242192, 14.914711358180023]"
stars-1729.png,"[21.040447723450793, 21.452518990489033, 96.04715747308848, 53.55746364941208, 9.73705913821119, 39.94607372018528]"
stars-763.png,"[41.33994654212788, 15.568225997277118, 60.65607437912544, 74.90253569896267, 87.7281271587716, 58.792312415084396]"
stars-1509.png,[161.2678334466647]
stars-1536.png,"[49.38209923425886, 14.077690465124343, 47.43816658643777, 100.50249612610678, 37.9156532675539, 21.71572650023229]"
stars-564.png,"[116.37076307974081, 85.95204118250567, 72.3340237357179]"
stars-1378.png,[]
stars-535.png,"[104.53663056671871, 106.75699041431315, 89.65870056972028, 8.866894270012187, 63.30929050815725, 38.093634635695345]"
stars-1533.png,[]
stars-1692.png,"[85.41993559495495, 0.7048742446205932, 24.992579717268075, 10.767826559847888, 67.61573797751043, 67.82564136977071]"
stars-2436.png,"[143.15069835181566, 78.85535321909349, 105.48930470246276, 50.1335972232894, 10.055946682587122, 44.79731688368631]"
stars-1487.png,[]
stars-786.png,"[6.255382126098824, 144.87313845673765, 62.35402463626131, 82.25800875967438, 80.77167222260898, 17.145534922621987]"
stars-821.png,"[84.44466163906701, 1.8760696102398642, 51.961470324438906, 61.19856746685914, 77.69071681597757, 17.32977209621257]"
stars-1532.png,"[53.683520420394316, 65.63130635179228, 51.70738399039727, 1.29249772854226, 60.5354128512426, 1.4027801062834342]"
stars-2114.png,"[6.256490144947464, 89.1481740578158, 72.98964569900384, 50.26327298633012, 136.70465483518194, 155.75452245601278]"
stars-304.png,"[166.59295627165022, 70.89150486778632, 116.52070460736302, 128.74465940200096, 13.005088878710588, 41.689058485388564]"
stars-2106.png,"[25.61263113980553, 27.44688192363588, 115.75166659080062, 81.17153079458438, 34.44974604941, 76.99526385468941]"
stars-518.png,[]
stars-2062.png,"[15.213388353908558, 31.600595626909495, 71.77085322972964, 131.90623892581536, 124.85243109948253, 127.45838825888413]"
stars-1441.png,"[145.6324480672892, 77.73638907941182, 6.314657876254288, 21.388290683239568]"
stars-1427.png,"[41.82016988013577, 10.4867114979524, 173.38398252890002, 50.10534720217932]"
stars-390.png,"[89.95939006458815, 22.279292077629492, 52.8527439722175, 17.742641623480655, 5.750440096225553]"
