image_name,angles,polygon_angles
stars-1539.png,"[63.83663755760479, 3.4507048071736706, 1.738975000445137, 53.51027801063888, 43.45387970161547, 99.30697843192058]","[27.543702410752463, 83.7682629612081, 162.858773893491, 85.8292607345485, 55.32398777356485, 75.89483445242446, 48.781177774010715, 0]"
stars-1900.png,[65.68076775717688],"[54.115605542381516, 65.68076775717688, 60.20362670044162, 0, 0, 0, 0, 0]"
stars-350.png,"[70.44398065092403, 33.42745362146068]","[98.95917502678822, 79.25085659520104, 70.16413470491685, 111.6258336730939, 0, 0, 0, 0]"
stars-549.png,"[64.63206164480471, 53.46562767342552, 36.461327956594296, 30.13026020837358]","[10.863724920288577, 27.75833603739889, 141.37793904231256, 0, 0.0, 0.0, 0, 0]"
stars-180.png,"[85.41993559495495, 0.7048742446200762, 24.99257971726806, 10.76782655984782, 67.61573797751043, 67.82564136977072]","[52.2970714749986, 154.20881165181086, 79.94745050053778, 73.54666637265275, 144.42109234262136, 26.33835601167495, 143.21139684139771, 46.02915480430598]"
stars-2450.png,"[30.93203074852529, 19.988863508944895, 23.36516632306436, 25.773523058038705, 39.09102516394176, 60.823458876735984]","[107.68837619054841, 93.71825509573584, 68.4327482067291, 90.16062050698666, 64.35567068951926, 98.87077266895062, 87.99291213791136, 108.78064450361877]"
stars-2040.png,"[137.98968192843034, 57.810320781476086, 95.9717352205722, 82.03791997801046, 19.44542534274426, 40.669261136864776]","[80.39075784353798, 57.27335051234704, 101.50281369353245, 120.83307795058252, 23.77410650337766, 57.810320781476086, 137.98968192843034, 140.42589078671594]"
stars-2483.png,"[32.67700541695759, 112.32204049188023, 65.28740084937772]","[91.40754923191734, 54.52992137719891, 34.06252939088373, 0, 0, 0, 0, 0]"
stars-307.png,[],"[0, 0, 0, 0, 0, 0, 0, 0]"
stars-600.png,[148.22289960581494],"[15.19955467477769, 148.22289960581494, 16.577545719407436, 0, 0, 0, 0, 0]"
stars-1258.png,"[31.579614045016868, 77.25976122957728, 27.63678598458521, 68.59619877624799, 32.23870592885922, 32.24203734391869]","[51.48570722141483, 73.79842586634757, 142.5590669810412, 92.1567999311964, 71.39824614761292, 138.03039485219517, 48.50711935796155, 102.06423964223036]"
stars-119.png,"[2.251136673167447, 76.45530476744655, 17.98068060522936, 94.43688193245258, 169.8626657344138, 27.620380387746383]","[81.68408349080414, 78.76085876137908, 99.29294612159016, 100.26211162622663, 7.179183933343359, 51.64800935978979, 121.1728067068669, 0]"
stars-735.png,"[105.07740691833142, 1.5034810528512084, 48.84994658320494, 75.69848505821138, 26.628729455866765, 20.669429812807483]","[59.87978560458502, 87.55286796353288, 156.2942752454531, 56.27307118642903, 9.600352383784788, 9.315590212939949, 161.08405740327518, 0]"
stars-807.png,"[36.25816488640683, 85.68658788979674, 39.87373163531131, 17.711976085572264, 46.85169593866112, 42.31639844387549]","[63.760114667833555, 95.17297813621211, 64.17658082577049, 136.89032637018386, 85.68658788979674, 71.70485870231758, 166.35038852147892, 36.25816488640683]"
stars-1530.png,"[93.22334589340583, 137.18836832812724, 60.13745440428683, 121.7057218216051, 42.299252880081575, 31.40381283384061]","[53.98111636109996, 98.35391118292921, 154.0593733678474, 53.605599088123434, 117.1795564795297, 53.454411548807805, 144.98053727411423, 44.3854946975483]"
