image_name,angles,polygon_angles
stars_97.5_62.5001.png,"[95.22945077349117, 0.3978809618350594, 11.88522448180186, 127.67168075736093, 15.306857698849138, 70.88354570338224]","[100.56004832889307, 86.27198034619704, 55.35807613693855, 117.80989518797136, 65.68488865119538, 117.59729586864374, 29.566575504777145, 147.15123997538376]"
stars_152.5_-27.5001.png,"[40.19699958995315, 115.72802089153524, 128.970463238859, 19.284673341605735, 62.984809088180796, 60.26255220009581]","[41.98112646399425, 153.45204512593082, 115.72802089153524, 48.83880751853969, 95.82205687785402, 73.08197943822672, 147.87629648457207, 43.21966719934719]"
stars_287.5_-77.5001.png,"[43.6310756159092, 170.97151983461936, 96.94109978551135, 63.41479554217978, 72.26818033232587]","[82.7651586916859, 54.18966366001022, 128.0271119552911, 95.01806569301279, 4.39263343320667, 31.612230333153256, 143.99513623364015, 0]"
stars_12.5_17.5001.png,"[170.93878626409318, 16.910052139961348, 6.606177217100783, 103.987913003208, 15.718572938940966, 43.870345793933666]","[45.04621947101843, 64.4291358784288, 171.26733497618528, 79.2573096743675, 49.13922378128092, 82.07420341218315, 48.786572806535936, 0]"
stars_42.5_2.5001.png,"[34.184328025825714, 4.008484027213472, 3.3840393564784645, 42.794301618957824, 37.107729904626915, 18.230184128501474]","[60.959254442840255, 75.03018840155111, 102.90580207725901, 121.10475507834963, 119.85873506778638, 35.41103614486764, 167.103602512823, 37.62662627452298]"
stars_67.5_-12.5001.png,"[92.49761650360983, 76.8749810587855, 116.44955020310529, 78.3867843620264, 50.96043027223835, 112.20985674137188]","[70.1160051749495, 65.29117236219889, 156.223431155066, 68.36939130778559, 56.92825002319005, 87.38331218468572, 35.688437792124226, 0]"
stars_7.5_72.5001.png,"[46.810063888988296, 159.89786923507702, 14.049683716216927, 15.610134980105082, 69.60930217082715, 62.81768621397292]","[62.81768621397292, 55.620338809069864, 171.95267280613007, 69.60930217082715, 46.810063888988296, 159.89786923507702, 56.10520110616327, 97.18686576977143]"
stars_27.5_-77.5001.png,"[20.51377923469105, 47.073528683319935, 82.67112389222574, 6.228136782421607, 119.41499027786207, 156.4161984479795]","[32.149241280130845, 119.41499027786207, 156.4161984479795, 52.019569994027606, 53.72431630008623, 71.6629849756736, 134.89676447295528, 99.71593425128489]"
stars_272.5_62.5001.png,"[42.89307870931186, 57.52880770915151, 28.960056693950353, 117.41189899497236, 146.7236685420212, 84.77476139124855]","[25.96647076261284, 140.16167910877897, 146.7236685420212, 47.14818158658701, 108.4382786177409, 68.08333991885542, 106.76516948517265, 76.71321197823106]"
stars_132.5_-7.5001.png,"[170.31121343963318, 65.83167641870612, 59.10524891294541, 73.34980280115319, 116.8605200665493, 121.75209470466382]","[63.53559786667705, 76.27408442104908, 149.54970419583663, 70.64061351643724, 78.9936430216022, 55.11645521095693, 45.889901767440875, 0]"
